datasets/MSVD/videos/1.mp4	datasets/MSVD/videos/1.mp4
datasets/MSVD/videos/2.mp4	datasets/MSVD/videos/2.mp4
datasets/MSVD/videos/3.mp4	datasets/MSVD/videos/3.mp4
datasets/MSVD/videos/4.mp4	datasets/MSVD/videos/4.mp4
datasets/MSVD/videos/5.mp4	datasets/MSVD/videos/5.mp4
datasets/MSVD/videos/6.mp4	datasets/MSVD/videos/6.mp4
datasets/MSVD/videos/7.mp4	datasets/MSVD/videos/7.mp4
datasets/MSVD/videos/8.mp4	datasets/MSVD/videos/8.mp4
datasets/MSVD/videos/9.mp4	datasets/MSVD/videos/9.mp4
datasets/MSVD/videos/10.mp4	datasets/MSVD/videos/10.mp4
datasets/MSVD/videos/11.mp4	datasets/MSVD/videos/11.mp4
datasets/MSVD/videos/12.mp4	datasets/MSVD/videos/12.mp4
datasets/MSVD/videos/13.mp4	datasets/MSVD/videos/13.mp4
datasets/MSVD/videos/14.mp4	datasets/MSVD/videos/14.mp4
datasets/MSVD/videos/15.mp4	datasets/MSVD/videos/15.mp4
datasets/MSVD/videos/16.mp4	datasets/MSVD/videos/16.mp4
datasets/MSVD/videos/17.mp4	datasets/MSVD/videos/17.mp4
datasets/MSVD/videos/18.mp4	datasets/MSVD/videos/18.mp4
datasets/MSVD/videos/19.mp4	datasets/MSVD/videos/19.mp4
datasets/MSVD/videos/20.mp4	datasets/MSVD/videos/20.mp4
datasets/MSVD/videos/21.mp4	datasets/MSVD/videos/21.mp4
datasets/MSVD/videos/22.mp4	datasets/MSVD/videos/22.mp4
datasets/MSVD/videos/23.mp4	datasets/MSVD/videos/23.mp4
datasets/MSVD/videos/24.mp4	datasets/MSVD/videos/24.mp4
datasets/MSVD/videos/25.mp4	datasets/MSVD/videos/25.mp4
datasets/MSVD/videos/36.mp4	datasets/MSVD/videos/36.mp4
datasets/MSVD/videos/37.mp4	datasets/MSVD/videos/37.mp4
datasets/MSVD/videos/38.mp4	datasets/MSVD/videos/38.mp4
datasets/MSVD/videos/39.mp4	datasets/MSVD/videos/39.mp4
datasets/MSVD/videos/40.mp4	datasets/MSVD/videos/40.mp4
datasets/MSVD/videos/41.mp4	datasets/MSVD/videos/41.mp4
datasets/MSVD/videos/42.mp4	datasets/MSVD/videos/42.mp4
datasets/MSVD/videos/43.mp4	datasets/MSVD/videos/43.mp4
datasets/MSVD/videos/44.mp4	datasets/MSVD/videos/44.mp4
datasets/MSVD/videos/45.mp4	datasets/MSVD/videos/45.mp4
datasets/MSVD/videos/46.mp4	datasets/MSVD/videos/46.mp4
datasets/MSVD/videos/47.mp4	datasets/MSVD/videos/47.mp4
datasets/MSVD/videos/48.mp4	datasets/MSVD/videos/48.mp4
datasets/MSVD/videos/49.mp4	datasets/MSVD/videos/49.mp4
datasets/MSVD/videos/50.mp4	datasets/MSVD/videos/50.mp4
datasets/MSVD/videos/51.mp4	datasets/MSVD/videos/51.mp4
datasets/MSVD/videos/52.mp4	datasets/MSVD/videos/52.mp4
datasets/MSVD/videos/53.mp4	datasets/MSVD/videos/53.mp4
datasets/MSVD/videos/54.mp4	datasets/MSVD/videos/54.mp4
datasets/MSVD/videos/55.mp4	datasets/MSVD/videos/55.mp4
datasets/MSVD/videos/56.mp4	datasets/MSVD/videos/56.mp4
datasets/MSVD/videos/57.mp4	datasets/MSVD/videos/57.mp4
datasets/MSVD/videos/58.mp4	datasets/MSVD/videos/58.mp4
datasets/MSVD/videos/59.mp4	datasets/MSVD/videos/59.mp4
datasets/MSVD/videos/60.mp4	datasets/MSVD/videos/60.mp4
datasets/MSVD/videos/61.mp4	datasets/MSVD/videos/61.mp4
datasets/MSVD/videos/62.mp4	datasets/MSVD/videos/62.mp4
datasets/MSVD/videos/63.mp4	datasets/MSVD/videos/63.mp4
datasets/MSVD/videos/64.mp4	datasets/MSVD/videos/64.mp4
datasets/MSVD/videos/65.mp4	datasets/MSVD/videos/65.mp4
datasets/MSVD/videos/66.mp4	datasets/MSVD/videos/66.mp4
datasets/MSVD/videos/67.mp4	datasets/MSVD/videos/67.mp4
datasets/MSVD/videos/68.mp4	datasets/MSVD/videos/68.mp4
datasets/MSVD/videos/69.mp4	datasets/MSVD/videos/69.mp4
datasets/MSVD/videos/70.mp4	datasets/MSVD/videos/70.mp4
datasets/MSVD/videos/71.mp4	datasets/MSVD/videos/71.mp4
datasets/MSVD/videos/72.mp4	datasets/MSVD/videos/72.mp4
datasets/MSVD/videos/73.mp4	datasets/MSVD/videos/73.mp4
datasets/MSVD/videos/74.mp4	datasets/MSVD/videos/74.mp4
datasets/MSVD/videos/75.mp4	datasets/MSVD/videos/75.mp4
datasets/MSVD/videos/76.mp4	datasets/MSVD/videos/76.mp4
datasets/MSVD/videos/77.mp4	datasets/MSVD/videos/77.mp4
datasets/MSVD/videos/78.mp4	datasets/MSVD/videos/78.mp4
datasets/MSVD/videos/79.mp4	datasets/MSVD/videos/79.mp4
datasets/MSVD/videos/80.mp4	datasets/MSVD/videos/80.mp4
datasets/MSVD/videos/81.mp4	datasets/MSVD/videos/81.mp4
datasets/MSVD/videos/82.mp4	datasets/MSVD/videos/82.mp4
datasets/MSVD/videos/83.mp4	datasets/MSVD/videos/83.mp4
datasets/MSVD/videos/84.mp4	datasets/MSVD/videos/84.mp4
datasets/MSVD/videos/85.mp4	datasets/MSVD/videos/85.mp4
datasets/MSVD/videos/86.mp4	datasets/MSVD/videos/86.mp4
datasets/MSVD/videos/87.mp4	datasets/MSVD/videos/87.mp4
datasets/MSVD/videos/88.mp4	datasets/MSVD/videos/88.mp4
datasets/MSVD/videos/89.mp4	datasets/MSVD/videos/89.mp4
datasets/MSVD/videos/90.mp4	datasets/MSVD/videos/90.mp4
datasets/MSVD/videos/91.mp4	datasets/MSVD/videos/91.mp4
datasets/MSVD/videos/92.mp4	datasets/MSVD/videos/92.mp4
datasets/MSVD/videos/93.mp4	datasets/MSVD/videos/93.mp4
datasets/MSVD/videos/94.mp4	datasets/MSVD/videos/94.mp4
datasets/MSVD/videos/95.mp4	datasets/MSVD/videos/95.mp4
datasets/MSVD/videos/96.mp4	datasets/MSVD/videos/96.mp4
datasets/MSVD/videos/97.mp4	datasets/MSVD/videos/97.mp4
datasets/MSVD/videos/98.mp4	datasets/MSVD/videos/98.mp4
datasets/MSVD/videos/99.mp4	datasets/MSVD/videos/99.mp4
datasets/MSVD/videos/100.mp4	datasets/MSVD/videos/100.mp4
datasets/MSVD/videos/101.mp4	datasets/MSVD/videos/101.mp4
datasets/MSVD/videos/102.mp4	datasets/MSVD/videos/102.mp4
datasets/MSVD/videos/103.mp4	datasets/MSVD/videos/103.mp4
datasets/MSVD/videos/104.mp4	datasets/MSVD/videos/104.mp4
datasets/MSVD/videos/105.mp4	datasets/MSVD/videos/105.mp4
datasets/MSVD/videos/106.mp4	datasets/MSVD/videos/106.mp4
datasets/MSVD/videos/107.mp4	datasets/MSVD/videos/107.mp4
datasets/MSVD/videos/108.mp4	datasets/MSVD/videos/108.mp4
datasets/MSVD/videos/109.mp4	datasets/MSVD/videos/109.mp4
datasets/MSVD/videos/110.mp4	datasets/MSVD/videos/110.mp4